0,1
0.01,0.979
0.02,0.944
0.03,0.903
0.04,0.902
0.05,0.86
0.06,0.828
0.07,0.799
0.08,0.733
0.09,0.729
0.1,0.668
0.11,0.631
0.12,0.597
0.13,0.564
0.14,0.547
0.15,0.495
0.16,0.438
0.17,0.43
0.18,0.35
0.19,0.286
0.2,0.238
0.21,0.202
0.22,0.19
0.23,0.179
0.24,0.144
0.25,0.118
0.26,0.109
0.27,0.042
0.28,0.028
0.29,0.027
0.3,0.016
0.31,0.01
0.32,0.013
0.33,0.006
0.34,0.007
0.35,0.009
0.36,0.004
0.37,0
0.38,0.003
0.39,0.005
0.4,0.005
0.41,0.002
0.42,0
0.43,0.003
0.44,0.002
0.45,0
0.46,0.001
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0.002
0.52,0.001
0.53,0
0.54,0.002
0.55,0
0.56,0.002
0.57,0
0.58,0.001
0.59,0.002
0.6,0.001
0.61,0.002
0.62,0.003
0.63,0.003
0.64,0.008
0.65,0.008
0.66,0.002
0.67,0.004
0.68,0.012
0.69,0.012
0.7,0.014
0.71,0.024
0.72,0.024
0.73,0.046
0.74,0.101
0.75,0.111
0.76,0.155
0.77,0.176
0.78,0.174
0.79,0.214
0.8,0.238
0.81,0.245
0.82,0.374
0.83,0.423
0.84,0.455
0.85,0.485
0.86,0.538
0.87,0.555
0.88,0.588
0.89,0.626
0.9,0.697
0.91,0.723
0.92,0.733
0.93,0.778
0.94,0.806
0.95,0.867
0.96,0.896
0.97,0.915
0.98,0.941
0.99,0.984
