0,1
0.01,1
0.02,0.998
0.03,1
0.04,1
0.05,0.998
0.06,0.997
0.07,0.994
0.08,0.994
0.09,0.99
0.1,0.991
0.11,0.986
0.12,0.987
0.13,0.982
0.14,0.982
0.15,0.983
0.16,0.976
0.17,0.97
0.18,0.969
0.19,0.954
0.2,0.949
0.21,0.957
0.22,0.939
0.23,0.945
0.24,0.937
0.25,0.937
0.26,0.905
0.27,0.907
0.28,0.886
0.29,0.885
0.3,0.862
0.31,0.89
0.32,0.867
0.33,0.846
0.34,0.853
0.35,0.84
0.36,0.824
0.37,0.785
0.38,0.765
0.39,0.785
0.4,0.761
0.41,0.718
0.42,0.714
0.43,0.702
0.44,0.683
0.45,0.635
0.46,0.641
0.47,0.606
0.48,0.594
0.49,0.552
0.5,0.514
0.51,0.509
0.52,0.493
0.53,0.508
0.54,0.437
0.55,0.427
0.56,0.39
0.57,0.374
0.58,0.344
0.59,0.324
0.6,0.315
0.61,0.289
0.62,0.29
0.63,0.241
0.64,0.233
0.65,0.232
0.66,0.212
0.67,0.197
0.68,0.171
0.69,0.129
0.7,0.139
0.71,0.119
0.72,0.09
0.73,0.084
0.74,0.102
0.75,0.078
0.76,0.061
0.77,0.051
0.78,0.04
0.79,0.032
0.8,0.027
0.81,0.024
0.82,0.021
0.83,0.016
0.84,0.018
0.85,0.014
0.86,0.007
0.87,0.003
0.88,0.002
0.89,0.002
0.9,0.001
0.91,0
0.92,0.002
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
