0,1
0.01,0.983
0.02,0.943
0.03,0.919
0.04,0.896
0.05,0.86
0.06,0.836
0.07,0.773
0.08,0.755
0.09,0.702
0.1,0.683
0.11,0.617
0.12,0.565
0.13,0.585
0.14,0.523
0.15,0.497
0.16,0.448
0.17,0.425
0.18,0.342
0.19,0.283
0.2,0.232
0.21,0.24
0.22,0.182
0.23,0.167
0.24,0.156
0.25,0.11
0.26,0.11
0.27,0.045
0.28,0.03
0.29,0.017
0.3,0.016
0.31,0.013
0.32,0.01
0.33,0.004
0.34,0.006
0.35,0.006
0.36,0.005
0.37,0.003
0.38,0.001
0.39,0.003
0.4,0
0.41,0
0.42,0
0.43,0.002
0.44,0.002
0.45,0
0.46,0.003
0.47,0
0.48,0
0.49,0
0.5,0.001
0.51,0
0.52,0
0.53,0.002
0.54,0.001
0.55,0.001
0.56,0.002
0.57,0.003
0.58,0.002
0.59,0.002
0.6,0.004
0.61,0.003
0.62,0.002
0.63,0.004
0.64,0.005
0.65,0.008
0.66,0.006
0.67,0.009
0.68,0.011
0.69,0.009
0.7,0.02
0.71,0.024
0.72,0.028
0.73,0.04
0.74,0.1
0.75,0.111
0.76,0.159
0.77,0.184
0.78,0.205
0.79,0.207
0.8,0.249
0.81,0.27
0.82,0.354
0.83,0.416
0.84,0.476
0.85,0.489
0.86,0.508
0.87,0.566
0.88,0.601
0.89,0.65
0.9,0.678
0.91,0.706
0.92,0.734
0.93,0.801
0.94,0.828
0.95,0.876
0.96,0.91
0.97,0.91
0.98,0.963
0.99,0.975
