0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.01,8.82149e-006,7.00356e-012,4.41456e-024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.02,6.91676e-005,8.6103e-010,1.33447e-019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.03,0.00022878,1.41254e-008,5.38725e-017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.04,0.000531432,1.01563e-007,3.71342e-015,4.83227e-030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.05,0.00101709,4.6457e-007,9.71215e-014,4.24668e-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.06,0.00172211,1.59594e-006,1.3754e-012,1.02145e-024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.07,0.00267933,4.49848e-006,1.27488e-011,1.02395e-022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0.00391832,1.0968e-005,8.66117e-011,5.40113e-021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.09,0.00546545,2.39324e-005,4.63912e-010,1.74324e-019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,0.0073441,4.78336e-005,2.05905e-009,3.81571e-018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.11,0.00957476,8.90351e-005,7.84658e-009,6.09532e-017,1.22027e-032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.12,0.0121752,0.000156236,2.63541e-008,7.50101e-016,6.52289e-031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.13,0.0151606,0.000260867,7.95786e-008,7.40932e-015,6.47375e-029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.14,0.0185437,0.000417454,2.19394e-007,6.06484e-014,4.62995e-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.15,0.0223349,0.000643918,5.59031e-007,4.21896e-013,2.40282e-025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.16,0.0265424,0.000961804,1.32954e-006,2.54543e-012,9.32991e-024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0.0311723,0.00139641,2.97511e-006,1.35423e-011,2.80596e-022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.18,0.0362287,0.0019768,6.30556e-006,6.44106e-011,6.72093e-021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.19,0.041714,0.00273575,1.27283e-005,2.77031e-010,1.31236e-019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.2,0.0476288,0.00370949,2.45853e-005,1.08793e-009,2.13048e-018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.21,0.053972,0.00493739,4.5621e-005,3.93326e-009,2.92392e-017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
