0.001,9.99
0.002,9.97
0.003,9.92
0.004,9.95
0.005,9.85
0.006,9.81
0.007,9.83
0.008,9.88
0.009,9.76
0.01,9.72
0.011,9.7
0.012,9.71
0.013,9.7
0.014,9.68
0.015,9.63
0.016,9.65
0.017,9.69
0.018,9.5
0.019,9.41
0.02,9.38
0.021,9.58
0.022,9.48
0.023,9.4
0.024,9.42
0.025,9.32
0.026,9.43
0.027,9.21
0.028,9.29
0.029,9.22
0.03,9.17
0.031,9.09
0.032,9.33
0.033,9.19
0.034,9.14
0.035,8.89
0.036,9.24
0.037,9.09
0.038,8.84
0.039,9
0.04,8.8
0.041,8.94
0.042,8.81
0.043,8.85
0.044,8.76
0.045,8.75
0.046,8.78
0.047,8.9
0.048,8.62
0.049,8.64
0.05,8.64
0.051,8.33
0.052,8.69
0.053,8.47
0.054,8.49
0.055,8.34
0.056,8.32
0.057,8.49
0.058,8.25
0.059,8.19
0.06,8.33
0.061,7.94
0.062,8.3
0.063,8.09
0.064,8.21
0.065,8.03
0.066,7.78
0.067,7.92
0.068,7.85
0.069,7.87
0.07,7.97
0.071,7.73
0.072,7.78
0.073,8.03
0.074,7.79
0.075,7.8
0.076,7.82
0.077,7.63
0.078,7.63
0.079,7.41
0.08,7.43
0.081,7.59
0.082,7.31
0.083,7.61
0.084,7.4
0.085,7.33
0.086,7.24
0.087,7.32
0.088,7.41
0.089,7.07
0.09,7.37
0.091,7.19
0.092,7.21
0.093,7.14
0.094,6.91
0.095,6.85
0.096,6.87
0.097,6.85
0.098,6.81
0.099,6.67
0.1,6.64
0.101,6.58
0.102,6.58
0.103,6.6
0.104,6.77
0.105,6.86
0.106,6.47
0.107,6.51
0.108,6.47
0.109,6.3
0.11,6.47
0.111,6.07
0.112,6.24
0.113,6.26
0.114,6.38
0.115,6.15
0.116,6.21
0.117,6
0.118,6.31
0.119,6.18
0.12,6
0.121,5.82
0.122,5.95
0.123,5.65
0.124,5.88
0.125,5.97
0.126,5.78
0.127,5.72
0.128,5.34
0.129,5.63
0.13,5.81
0.131,5.63
0.132,5.74
0.133,5.72
0.134,5.29
0.135,5.44
0.136,5.38
0.137,5.4
0.138,5.47
0.139,5.45
0.14,5.34
0.141,5.31
0.142,5.48
0.143,5.23
0.144,5.27
0.145,5.06
0.146,5.15
0.147,5.13
0.148,5.3
0.149,4.9
0.15,4.79
0.151,4.98
0.152,5.08
0.153,4.96
0.154,4.83
0.155,4.66
0.156,4.65
0.157,4.81
0.158,4.81
0.159,4.51
0.16,4.29
0.161,4.62
0.162,4.71
0.163,4.67
0.164,4.57
0.165,4.44
0.166,4.44
0.167,4.33
0.168,4.26
0.169,4.31
0.17,4.1
0.171,4.04
0.172,4.04
0.173,3.88
0.174,4
0.175,3.92
0.176,3.93
0.177,3.8
0.178,3.45
0.179,3.47
0.18,3.45
0.181,3.46
0.182,3.28
0.183,3.27
0.184,3.36
0.185,3.26
0.186,3.05
0.187,3.03
0.188,3
0.189,3.17
0.19,2.54
0.191,2.74
0.192,2.63
0.193,2.68
0.194,2.58
0.195,2.73
0.196,2.57
0.197,2.65
0.198,2.77
0.199,2.37
0.2,2.69
0.201,2.44
0.202,2.62
0.203,2.35
0.204,2.2
0.205,2.3
0.206,2.2
0.207,2.01
0.208,2.04
0.209,2.33
0.21,2.02
0.211,2.23
0.212,2.25
0.213,2.07
0.214,2.04
0.215,2.17
0.216,1.99
0.217,1.91
0.218,2.17
0.219,1.86
0.22,1.86
0.221,1.86
0.222,1.97
0.223,1.94
0.224,1.86
0.225,1.79
0.226,1.78
0.227,1.74
0.228,1.83
0.229,1.66
0.23,1.82
0.231,1.82
0.232,1.62
0.233,1.66
0.234,1.72
0.235,1.72
0.236,1.73
0.237,1.68
0.238,1.69
0.239,1.65
0.24,1.49
0.241,1.63
0.242,1.44
0.243,1.24
0.244,1.3
0.245,1.25
0.246,1.08
0.247,1.3
0.248,1.23
0.249,0.91
0.25,1.07
0.251,1.13
0.252,1.3
0.253,1.06
0.254,1.14
0.255,1.03
0.256,1.23
0.257,1.17
0.258,1.06
0.259,1.07
0.26,0.95
0.261,0.96
0.262,0.93
0.263,0.87
0.264,0.8
0.265,1.03
0.266,0.49
0.267,0.42
0.268,0.46
0.269,0.34
0.27,0.48
0.271,0.51
0.272,0.45
0.273,0.52
0.274,0.53
0.275,0.3
0.276,0.49
0.277,0.56
0.278,0.49
0.279,0.41
0.28,0.39
0.281,0.22
0.282,0.22
0.283,0.38
0.284,0.3
0.285,0.22
0.286,0.26
0.287,0.26
0.288,0.19
0.289,0.26
0.29,0.22
0.291,0.28
0.292,0.18
0.293,0.18
0.294,0.13
0.295,0.17
0.296,0.15
0.297,0.18
0.298,0.11
0.299,0.14
0.3,0.23
0.301,0.13
0.302,0.14
0.303,0.1
0.304,0.14
0.305,0.13
0.306,0.16
0.307,0.21
0.308,0.13
0.309,0.09
0.31,0.1
0.311,0.13
0.312,0.12
0.313,0.12
0.314,0.15
0.315,0.07
0.316,0.13
0.317,0.07
0.318,0.11
0.319,0.07
0.32,0.08
0.321,0.1
0.322,0.1
0.323,0.06
0.324,0.11
0.325,0.08
0.326,0.02
0.327,0.09
0.328,0.06
0.329,0.09
0.33,0.05
0.331,0.1
0.332,0.14
0.333,0.1
0.334,0.06
0.335,0.1
0.336,0.06
0.337,0.08
0.338,0.09
0.339,0.06
0.34,0.05
0.341,0.05
0.342,0.04
0.343,0.08
0.344,0.07
0.345,0.05
0.346,0.04
0.347,0.08
0.348,0.05
0.349,0.09
0.35,0.05
0.351,0.07
0.352,0.04
0.353,0.06
0.354,0.07
0.355,0.07
0.356,0.07
0.357,0.03
0.358,0.04
0.359,0.02
0.36,0.08
0.361,0.06
0.362,0
0.363,0.06
0.364,0.01
0.365,0.04
0.366,0.07
0.367,0.04
0.368,0.05
0.369,0.02
0.37,0.05
0.371,0.03
0.372,0.05
0.373,0.02
0.374,0.07
0.375,0.02
0.376,0.01
0.377,0.02
0.378,0.03
0.379,0.05
0.38,0.03
0.381,0.02
0.382,0.02
0.383,0.04
0.384,0.02
0.385,0.06
0.386,0.06
0.387,0.01
0.388,0.01
0.389,0.05
0.39,0.05
0.391,0.02
0.392,0.01
0.393,0.04
0.394,0
0.395,0.05
0.396,0.02
0.397,0.01
0.398,0.02
