0.001,0.99
0.002,1
0.003,1
0.004,0.99
0.005,1
0.006,0.99
0.007,0.98
0.008,0.98
0.009,0.99
0.01,0.99
0.011,0.98
0.012,0.95
0.013,0.96
0.014,0.96
0.015,0.95
0.016,0.9
0.017,0.94
0.018,0.95
0.019,0.97
0.02,0.95
0.021,0.94
0.022,0.93
0.023,0.96
0.024,0.95
0.025,0.97
0.026,0.99
0.027,0.94
0.028,0.96
0.029,0.92
0.03,0.9
0.031,0.92
0.032,0.93
0.033,0.94
0.034,0.89
0.035,0.92
0.036,0.93
0.037,0.91
0.038,0.87
0.039,0.86
0.04,0.9
0.041,0.93
0.042,0.87
0.043,0.9
0.044,0.85
0.045,0.89
0.046,0.84
0.047,0.82
0.048,0.8
0.049,0.84
0.05,0.86
0.051,0.89
0.052,0.92
0.053,0.81
0.054,0.81
0.055,0.84
0.056,0.84
0.057,0.81
0.058,0.85
0.059,0.72
0.06,0.89
0.061,0.83
0.062,0.78
0.063,0.84
0.064,0.88
0.065,0.82
0.066,0.83
0.067,0.76
0.068,0.83
0.069,0.79
0.07,0.84
0.071,0.84
0.072,0.73
0.073,0.8
0.074,0.78
0.075,0.79
0.076,0.79
0.077,0.79
0.078,0.79
0.079,0.8
0.08,0.75
0.081,0.75
0.082,0.75
0.083,0.75
0.084,0.79
0.085,0.78
0.086,0.68
0.087,0.66
0.088,0.74
0.089,0.79
0.09,0.73
0.091,0.67
0.092,0.7
0.093,0.71
0.094,0.66
0.095,0.74
0.096,0.61
0.097,0.7
0.098,0.65
0.099,0.73
0.1,0.67
0.101,0.71
0.102,0.72
0.103,0.64
0.104,0.62
0.105,0.6
0.106,0.62
0.107,0.57
0.108,0.66
0.109,0.64
0.11,0.63
0.111,0.61
0.112,0.64
0.113,0.63
0.114,0.66
0.115,0.55
0.116,0.67
0.117,0.63
0.118,0.52
0.119,0.63
0.12,0.66
0.121,0.54
0.122,0.64
0.123,0.52
0.124,0.6
0.125,0.6
0.126,0.64
0.127,0.53
0.128,0.52
